"","TeamID","TeamName","Seed","Season","DayNum","TeamScore","FGM","FGA","FGM3","FGA3","FTM","FTA","OR","DR","Ast","TO","Stl","Blk","PF","Outcome","WinPercentage"
"26",1104,"Alabama","W02",2021,29,86,29,60,15,40,13,19,4,31,21,11,4,4,0,"W",0.666666666666667
"27",1104,"Alabama","W02",2021,30,88,29,62,12,29,18,23,13,25,12,12,5,0,0,"W",0.75
"28",1104,"Alabama","W02",2021,40,56,17,56,3,22,19,22,4,20,8,15,17,1,0,"L",0.6
"29",1104,"Alabama","W02",2021,43,83,30,67,10,31,13,25,17,23,17,10,5,4,0,"W",0.666666666666667
"30",1104,"Alabama","W02",2021,47,71,22,56,7,26,20,26,10,19,7,18,8,3,0,"L",0.571428571428571
"31",1104,"Alabama","W02",2021,50,85,29,60,12,34,15,26,12,23,20,12,9,5,0,"W",0.625
"32",1104,"Alabama","W02",2021,57,82,28,65,12,37,14,24,13,31,15,15,6,5,0,"W",0.666666666666667
"33",1104,"Alabama","W02",2021,61,71,26,62,10,20,9,17,11,28,11,12,4,5,0,"W",0.7
"34",1104,"Alabama","W02",2021,64,86,31,67,8,20,16,21,12,28,12,13,10,6,0,"W",0.727272727272727
"35",1104,"Alabama","W02",2021,68,94,30,73,10,32,24,29,12,26,14,16,15,5,0,"W",0.75
"36",1104,"Alabama","W02",2021,71,85,31,68,14,30,9,13,10,22,15,10,9,3,0,"W",0.769230769230769
"37",1104,"Alabama","W02",2021,75,90,31,64,15,36,13,17,5,30,18,14,12,4,0,"W",0.785714285714286
"38",1104,"Alabama","W02",2021,78,105,38,68,23,43,6,9,8,31,20,16,7,4,0,"W",0.8
"39",1104,"Alabama","W02",2021,82,81,28,61,14,34,11,13,7,22,21,14,13,6,0,"W",0.8125
"40",1104,"Alabama","W02",2021,85,70,20,51,6,20,24,28,6,25,14,14,6,5,0,"W",0.823529411764706
"41",1104,"Alabama","W02",2021,89,61,21,54,10,28,9,14,5,25,12,16,7,3,0,"L",0.777777777777778
"42",1104,"Alabama","W02",2021,93,78,33,69,6,24,6,6,8,38,15,17,9,5,0,"W",0.789473684210526
"43",1104,"Alabama","W02",2021,96,65,22,66,9,25,12,21,11,27,6,13,11,2,0,"L",0.75
"44",1104,"Alabama","W02",2021,99,81,26,68,12,34,17,20,14,19,16,22,8,8,0,"W",0.761904761904762
"45",1104,"Alabama","W02",2021,103,115,36,56,18,30,25,30,4,29,19,18,5,5,0,"W",0.772727272727273
"46",1104,"Alabama","W02",2021,110,82,26,61,10,39,20,28,10,24,15,9,8,5,19,"W",0.782608695652174
"47",1104,"Alabama","W02",2021,114,66,26,69,11,33,3,8,11,24,14,16,4,3,32,"L",0.75
"48",1104,"Alabama","W02",2021,117,64,21,65,7,28,15,17,16,28,9,14,11,3,17,"W",0.76
"49",1104,"Alabama","W02",2021,120,70,27,68,10,35,6,11,10,21,13,7,13,2,15,"W",0.769230769230769
"50",1104,"Alabama","W02",2021,124,89,33,68,10,22,13,20,13,30,14,21,10,7,17,"W",0.777777777777778
"51",1104,"Alabama","W02",2021,130,85,32,66,13,36,8,8,11,21,20,9,11,7,16,"W",0.785714285714286
"52",1104,"Alabama","W02",2021,131,73,25,67,7,28,16,19,13,24,9,17,10,4,17,"W",0.793103448275862
"53",1104,"Alabama","W02",2021,132,80,33,76,12,36,2,5,16,31,16,9,4,8,15,"W",0.8
"54",1111,"Appalachian St","X16a",2021,23,81,32,62,7,27,10,13,13,41,15,23,6,3,13,"W",1
"55",1111,"Appalachian St","X16a",2021,28,76,24,62,13,29,15,17,7,23,16,17,9,4,0,"L",0.5
"56",1111,"Appalachian St","X16a",2021,39,61,20,49,5,21,16,21,6,21,8,10,4,10,0,"W",0.666666666666667
"57",1111,"Appalachian St","X16a",2021,43,38,12,43,5,21,9,15,7,17,4,18,2,3,0,"L",0.5
"58",1111,"Appalachian St","X16a",2021,50,53,15,46,6,23,17,21,5,13,6,7,5,0,0,"L",0.4
"59",1111,"Appalachian St","X16a",2021,60,56,22,55,6,21,6,11,8,20,10,12,8,4,0,"L",0.333333333333333
"60",1111,"Appalachian St","X16a",2021,61,90,34,62,15,26,7,14,7,26,20,8,8,1,13,"W",0.428571428571429
"61",1111,"Appalachian St","X16a",2021,67,66,23,51,6,15,14,20,8,18,11,15,9,4,0,"W",0.5
"62",1111,"Appalachian St","X16a",2021,68,77,28,53,5,17,16,23,9,22,14,9,10,0,0,"W",0.555555555555556
"63",1111,"Appalachian St","X16a",2021,74,64,25,65,8,32,6,9,10,19,17,10,5,1,0,"L",0.5
"64",1111,"Appalachian St","X16a",2021,75,83,23,56,16,36,21,22,6,20,17,8,6,5,10,"W",0.545454545454545
"65",1111,"Appalachian St","X16a",2021,81,80,26,50,10,23,18,26,6,15,10,12,11,3,0,"W",0.583333333333333
"66",1111,"Appalachian St","X16a",2021,82,74,24,59,6,22,20,25,15,24,7,8,6,3,19,"W",0.615384615384615
"67",1111,"Appalachian St","X16a",2021,88,62,20,60,2,19,20,28,7,22,9,9,10,2,0,"L",0.571428571428571
"68",1111,"Appalachian St","X16a",2021,89,59,23,57,7,25,6,13,10,17,13,9,8,2,17,"L",0.533333333333333
"69",1111,"Appalachian St","X16a",2021,109,63,17,64,6,26,23,27,17,26,6,9,9,6,11,"L",0.5
"70",1111,"Appalachian St","X16a",2021,110,54,21,58,6,27,6,8,9,26,10,8,4,4,11,"L",0.470588235294118
"71",1111,"Appalachian St","X16a",2021,113,71,25,55,8,24,13,17,9,23,10,13,6,5,14,"L",0.444444444444444
"72",1111,"Appalachian St","X16a",2021,116,84,31,72,10,27,12,20,8,22,12,10,9,5,22,"W",0.473684210526316
"73",1111,"Appalachian St","X16a",2021,117,57,23,59,6,29,5,12,12,15,6,8,8,1,11,"L",0.45
"74",1111,"Appalachian St","X16a",2021,123,67,22,53,12,30,11,14,5,21,16,11,6,2,13,"W",0.476190476190476
"75",1111,"Appalachian St","X16a",2021,124,76,22,59,12,27,20,30,9,28,12,9,5,1,11,"W",0.5
"76",1111,"Appalachian St","X16a",2021,125,64,20,67,10,31,14,21,9,25,13,12,16,4,13,"W",0.521739130434783
"77",1111,"Appalachian St","X16a",2021,126,80,25,58,10,26,20,27,11,25,10,12,11,3,16,"W",0.541666666666667
"78",1116,"Arkansas","Z03",2021,23,142,48,86,20,40,26,33,19,35,26,7,11,4,0,"W",1
"79",1116,"Arkansas","Z03",2021,26,69,23,55,6,22,17,26,10,27,10,16,9,8,0,"W",1
"80",1116,"Arkansas","Z03",2021,30,72,25,62,7,21,15,19,16,23,12,11,8,4,0,"W",1
"81",1116,"Arkansas","Z03",2021,33,86,33,66,11,34,9,12,10,44,17,12,4,7,0,"W",1
"82",1116,"Arkansas","Z03",2021,37,79,30,67,11,33,8,17,12,30,16,12,8,8,0,"W",1
"83",1116,"Arkansas","Z03",2021,40,100,40,76,12,30,8,9,6,24,26,8,10,8,0,"W",1
"84",1116,"Arkansas","Z03",2021,48,87,32,77,4,24,19,27,23,31,14,14,8,7,0,"W",1
"85",1116,"Arkansas","Z03",2021,50,85,26,59,9,25,24,30,12,24,15,13,6,5,0,"W",1
"86",1116,"Arkansas","Z03",2021,58,97,32,65,9,28,24,31,12,20,13,9,13,4,0,"W",1
"87",1116,"Arkansas","Z03",2021,61,68,19,71,7,28,23,34,12,20,7,7,13,5,0,"L",0.9
"88",1116,"Arkansas","Z03",2021,65,74,29,55,8,20,8,10,4,29,12,20,2,2,0,"L",0.818181818181818
"89",1116,"Arkansas","Z03",2021,68,99,36,69,12,21,15,18,10,24,24,14,7,1,0,"W",0.833333333333333
"90",1116,"Arkansas","Z03",2021,72,76,26,76,8,31,16,20,17,21,8,15,10,2,0,"L",0.769230769230769
"91",1116,"Arkansas","Z03",2021,75,59,21,63,4,17,13,18,8,23,8,18,9,5,0,"L",0.714285714285714
"92",1116,"Arkansas","Z03",2021,79,75,30,65,4,15,11,15,10,22,16,15,8,5,0,"W",0.733333333333333
"93",1116,"Arkansas","Z03",2021,82,92,36,63,8,19,12,19,11,26,22,11,9,5,0,"W",0.75
"94",1116,"Arkansas","Z03",2021,86,74,26,54,7,17,15,21,7,23,12,12,6,6,0,"W",0.764705882352941
"95",1116,"Arkansas","Z03",2021,89,77,34,70,5,15,4,7,11,19,13,15,8,5,0,"L",0.722222222222222
"96",1116,"Arkansas","Z03",2021,92,61,23,64,2,17,13,14,12,28,13,17,10,6,0,"W",0.736842105263158
"97",1116,"Arkansas","Z03",2021,99,81,27,62,9,24,18,23,5,28,12,5,8,3,0,"W",0.75
"98",1116,"Arkansas","Z03",2021,103,86,29,62,8,21,20,23,6,25,18,13,6,5,0,"W",0.761904761904762
"99",1116,"Arkansas","Z03",2021,106,75,28,63,4,15,15,19,11,23,12,13,9,5,13,"W",0.772727272727273
"100",1116,"Arkansas","Z03",2021,114,81,25,54,4,14,27,43,9,28,15,12,4,11,18,"W",0.782608695652174
"101",1116,"Arkansas","Z03",2021,117,83,27,62,6,20,23,31,8,34,17,8,7,6,15,"W",0.791666666666667
"102",1116,"Arkansas","Z03",2021,120,101,37,67,15,33,12,13,4,33,17,15,10,4,18,"W",0.8
"103",1116,"Arkansas","Z03",2021,124,87,31,61,9,24,16,20,9,19,14,11,8,2,13,"W",0.807692307692308
"104",1116,"Arkansas","Z03",2021,130,70,25,55,5,15,15,22,7,24,13,20,5,5,20,"W",0.814814814814815
"105",1116,"Arkansas","Z03",2021,131,71,27,65,6,26,11,19,15,25,16,16,9,6,16,"L",0.785714285714286
"106",1124,"Baylor","Z01",2021,26,112,45,80,15,27,7,13,12,26,25,10,12,1,0,"W",1
"107",1124,"Baylor","Z01",2021,27,86,34,67,13,29,5,11,20,28,21,16,3,6,0,"W",1
"108",1124,"Baylor","Z01",2021,30,82,30,66,7,18,15,24,16,21,14,7,7,4,0,"W",1
"109",1124,"Baylor","Z01",2021,37,83,25,51,9,20,24,27,6,19,20,20,14,4,0,"W",1
"110",1124,"Baylor","Z01",2021,47,100,37,64,15,32,11,18,16,24,24,12,9,1,0,"W",1
"111",1124,"Baylor","Z01",2021,49,99,37,71,11,23,14,17,13,28,25,5,9,4,0,"W",1
"112",1124,"Baylor","Z01",2021,57,93,37,74,13,30,6,8,7,32,25,10,14,3,0,"W",1
"113",1124,"Baylor","Z01",2021,58,105,34,63,12,28,25,31,16,19,23,12,10,5,0,"W",1
"114",1124,"Baylor","Z01",2021,61,76,26,55,4,19,20,29,6,25,10,16,13,6,0,"W",1
"115",1124,"Baylor","Z01",2021,65,76,28,58,10,24,10,12,8,27,13,12,5,5,0,"W",1
"116",1124,"Baylor","Z01",2021,68,67,25,55,6,19,11,19,9,20,17,10,10,3,0,"W",1
"117",1124,"Baylor","Z01",2021,75,68,23,55,9,24,13,22,8,23,6,16,8,3,0,"W",1
"118",1124,"Baylor","Z01",2021,77,77,28,52,9,19,12,13,8,17,14,18,10,3,0,"W",1
"119",1124,"Baylor","Z01",2021,82,81,31,65,10,24,9,14,9,18,19,9,10,9,0,"W",1
"120",1124,"Baylor","Z01",2021,86,107,41,71,17,28,8,11,13,28,23,13,14,4,0,"W",1
"121",1124,"Baylor","Z01",2021,89,84,31,72,11,30,11,18,17,26,17,8,7,7,0,"W",1
"122",1124,"Baylor","Z01",2021,92,83,34,58,11,21,4,4,4,19,13,12,10,1,0,"W",1
"123",1124,"Baylor","Z01",2021,113,77,27,62,8,25,15,21,13,22,10,12,9,4,11,"W",1
"124",1124,"Baylor","Z01",2021,117,58,23,66,6,26,6,16,11,14,10,3,5,1,23,"L",0.947368421052632
"125",1124,"Baylor","Z01",2021,120,94,36,70,13,31,9,14,13,16,16,13,8,3,22,"W",0.95
"126",1124,"Baylor","Z01",2021,122,81,30,59,9,22,12,18,10,19,20,13,11,3,14,"W",0.952380952380952
"127",1124,"Baylor","Z01",2021,125,88,29,55,15,24,15,22,11,25,19,12,4,2,19,"W",0.954545454545455
"128",1124,"Baylor","Z01",2021,129,74,26,49,9,22,13,14,8,20,14,21,8,4,17,"W",0.956521739130435
"129",1124,"Baylor","Z01",2021,130,74,29,75,6,28,10,13,18,21,11,12,5,4,20,"L",0.916666666666667
"130",1140,"BYU","W06",2021,24,86,34,66,10,27,8,21,17,32,18,17,5,2,0,"W",1
"131",1140,"BYU","W06",2021,26,82,30,57,11,25,11,14,6,27,22,18,6,5,0,"W",1
"132",1140,"BYU","W06",2021,29,53,19,69,7,30,8,11,15,19,12,13,4,3,0,"L",0.666666666666667
"133",1140,"BYU","W06",2021,30,74,27,60,10,27,10,15,9,32,15,18,5,3,0,"W",0.75
"134",1140,"BYU","W06",2021,33,67,22,55,8,22,15,19,5,27,12,14,3,4,0,"W",0.8
"135",1140,"BYU","W06",2021,37,70,26,52,7,21,11,18,4,26,14,12,2,1,0,"L",0.666666666666667
"136",1140,"BYU","W06",2021,40,82,31,56,9,23,11,12,8,36,21,15,3,2,0,"W",0.714285714285714
"137",1140,"BYU","W06",2021,46,72,25,54,7,23,15,16,13,23,15,15,4,3,0,"W",0.75
"138",1140,"BYU","W06",2021,49,87,32,66,11,29,12,19,9,22,26,12,7,3,0,"W",0.777777777777778
"139",1140,"BYU","W06",2021,51,87,34,66,6,22,13,21,9,28,21,9,5,2,0,"W",0.8
"140",1140,"BYU","W06",2021,66,69,27,61,4,16,11,14,9,25,10,16,3,2,0,"L",0.727272727272727
"141",1140,"BYU","W06",2021,73,62,25,56,1,10,11,15,7,25,6,8,7,3,0,"W",0.75
"142",1140,"BYU","W06",2021,75,72,26,58,5,18,15,18,10,31,10,12,4,5,0,"W",0.769230769230769
"143",1140,"BYU","W06",2021,80,95,36,63,14,33,9,12,8,35,28,13,4,4,0,"W",0.785714285714286
"144",1140,"BYU","W06",2021,82,65,21,56,6,23,17,23,8,37,15,11,3,4,0,"W",0.8
"145",1140,"BYU","W06",2021,86,73,25,57,5,20,18,19,6,28,11,13,5,2,0,"L",0.75
"146",1140,"BYU","W06",2021,89,95,33,66,11,29,18,28,9,30,17,14,7,0,0,"W",0.764705882352941
"147",1140,"BYU","W06",2021,94,105,42,67,15,24,6,7,13,32,22,10,6,2,0,"W",0.777777777777778
"148",1140,"BYU","W06",2021,98,71,28,58,8,21,7,10,6,23,14,19,5,2,0,"L",0.736842105263158
"149",1140,"BYU","W06",2021,108,80,26,54,13,27,15,17,6,25,17,8,6,0,15,"W",0.75
"150",1140,"BYU","W06",2021,110,88,31,56,9,20,17,22,5,22,16,10,7,6,23,"W",0.761904761904762
"151",1140,"BYU","W06",2021,115,79,30,51,11,19,8,12,5,28,23,12,2,3,19,"W",0.772727272727273
"152",1140,"BYU","W06",2021,117,65,23,54,9,19,10,16,7,34,13,10,3,5,13,"W",0.782608695652174
"153",1140,"BYU","W06",2021,126,82,26,61,7,21,23,27,8,34,12,20,7,3,24,"W",0.791666666666667
"154",1140,"BYU","W06",2021,127,78,31,67,11,28,5,7,6,26,14,6,4,2,21,"L",0.76
"155",1155,"Clemson","Y07",2021,23,53,19,54,5,25,10,15,10,25,13,14,5,2,0,"W",1
"156",1155,"Clemson","Y07",2021,24,81,29,59,10,28,13,15,4,17,16,10,13,1,0,"W",1
"157",1155,"Clemson","Y07",2021,30,75,27,58,8,23,13,17,12,23,17,15,10,5,0,"W",1
"158",1155,"Clemson","Y07",2021,37,67,26,58,9,20,6,8,9,23,8,9,8,2,0,"W",1
"159",1155,"Clemson","Y07",2021,40,64,27,57,5,19,5,11,9,29,13,20,8,7,0,"W",1
"160",1155,"Clemson","Y07",2021,43,60,19,50,10,25,12,14,3,20,10,13,7,6,0,"L",0.833333333333333
"161",1155,"Clemson","Y07",2021,49,66,20,52,10,27,16,19,10,19,14,11,12,1,0,"W",0.857142857142857
"162",1155,"Clemson","Y07",2021,57,77,23,63,7,24,24,33,16,30,10,12,7,1,0,"W",0.875
"163",1155,"Clemson","Y07",2021,61,66,26,59,9,21,5,7,6,19,18,11,6,5,0,"W",0.888888888888889
"164",1155,"Clemson","Y07",2021,64,74,31,69,9,30,3,9,9,25,11,9,4,0,0,"W",0.9
"165",1155,"Clemson","Y07",2021,75,50,21,52,5,23,3,4,4,16,7,8,2,2,0,"L",0.818181818181818
"166",1155,"Clemson","Y07",2021,79,65,25,48,9,18,6,7,9,17,16,19,6,3,0,"L",0.75
"167",1155,"Clemson","Y07",2021,82,61,17,56,5,30,22,26,8,21,6,12,6,1,0,"L",0.692307692307692
"168",1155,"Clemson","Y07",2021,86,54,19,53,7,35,9,13,6,29,12,11,3,4,0,"W",0.714285714285714
"169",1155,"Clemson","Y07",2021,89,53,20,57,5,21,8,11,10,21,13,13,5,2,0,"L",0.666666666666667
"170",1155,"Clemson","Y07",2021,92,63,23,57,8,23,9,12,4,22,12,7,6,2,0,"W",0.6875
"171",1155,"Clemson","Y07",2021,96,78,27,51,10,23,14,17,9,30,19,17,4,5,0,"W",0.705882352941177
"172",1155,"Clemson","Y07",2021,102,74,24,52,9,18,17,19,6,20,13,13,4,2,0,"W",0.722222222222222
"173",1155,"Clemson","Y07",2021,114,60,20,46,7,23,13,15,7,31,13,11,4,2,12,"W",0.736842105263158
"174",1155,"Clemson","Y07",2021,117,66,26,53,11,22,3,5,3,21,14,8,9,4,13,"W",0.75
"175",1155,"Clemson","Y07",2021,121,54,20,59,10,29,4,6,8,23,17,7,3,3,14,"L",0.714285714285714
"176",1155,"Clemson","Y07",2021,124,77,29,52,12,25,7,9,5,20,18,10,3,3,13,"W",0.727272727272727
"177",1155,"Clemson","Y07",2021,128,64,23,49,12,23,6,6,4,19,15,14,5,3,14,"L",0.695652173913043
"178",1156,"Cleveland St","Y15",2021,29,61,26,64,7,24,2,5,13,27,11,14,3,4,0,"L",0
"179",1156,"Cleveland St","Y15",2021,34,46,13,57,3,23,17,21,8,13,6,20,7,2,0,"L",0
"180",1156,"Cleveland St","Y15",2021,41,61,24,56,6,15,7,13,5,25,11,13,2,1,0,"L",0
"181",1156,"Cleveland St","Y15",2021,47,63,25,53,6,19,7,14,7,16,14,16,14,2,0,"W",0.25
"182",1156,"Cleveland St","Y15",2021,48,89,28,51,12,26,21,26,8,21,16,12,7,2,19,"W",0.4
"183",1156,"Cleveland St","Y15",2021,54,87,31,56,8,20,17,22,7,26,20,8,8,3,0,"W",0.5
"184",1156,"Cleveland St","Y15",2021,55,81,33,59,5,18,10,17,9,20,11,10,9,4,0,"W",0.571428571428571
"185",1156,"Cleveland St","Y15",2021,60,65,24,54,5,16,12,26,11,25,13,20,7,2,0,"W",0.625
"186",1156,"Cleveland St","Y15",2021,61,59,23,52,4,18,9,14,7,24,12,21,14,2,14,"W",0.666666666666667
"187",1156,"Cleveland St","Y15",2021,67,58,21,55,7,23,9,15,10,28,13,9,4,3,0,"W",0.7
"188",1156,"Cleveland St","Y15",2021,68,74,22,58,6,23,24,30,13,20,13,14,11,1,0,"W",0.727272727272727
"189",1156,"Cleveland St","Y15",2021,74,66,25,63,6,19,10,16,14,13,11,9,13,0,0,"W",0.75
"190",1156,"Cleveland St","Y15",2021,75,49,17,61,3,14,12,19,11,25,3,18,6,1,0,"L",0.692307692307692
"191",1156,"Cleveland St","Y15",2021,81,64,23,52,9,31,9,14,5,31,17,12,8,3,0,"W",0.714285714285714
"192",1156,"Cleveland St","Y15",2021,82,80,28,63,8,19,16,25,11,31,14,12,5,2,0,"L",0.666666666666667
"193",1156,"Cleveland St","Y15",2021,88,74,27,58,9,18,11,17,9,21,14,8,7,3,0,"W",0.6875
"194",1156,"Cleveland St","Y15",2021,89,73,24,44,6,14,19,28,5,18,12,15,7,1,0,"W",0.705882352941177
"195",1156,"Cleveland St","Y15",2021,95,80,30,54,8,22,12,21,9,22,22,14,7,2,0,"W",0.722222222222222
"196",1156,"Cleveland St","Y15",2021,96,80,33,68,7,23,7,9,13,19,18,11,9,2,0,"W",0.736842105263158
"197",1156,"Cleveland St","Y15",2021,102,83,31,61,6,22,15,22,7,24,17,11,6,2,0,"L",0.7
"198",1156,"Cleveland St","Y15",2021,103,71,26,52,8,21,11,16,5,26,14,13,2,6,0,"W",0.714285714285714
"199",1156,"Cleveland St","Y15",2021,109,68,24,62,7,26,13,17,10,17,11,7,8,0,18,"L",0.681818181818182
"200",1156,"Cleveland St","Y15",2021,110,67,23,52,3,16,18,27,7,20,10,6,4,0,12,"W",0.695652173913043
"201",1156,"Cleveland St","Y15",2021,120,108,43,87,6,18,16,21,14,29,21,12,4,3,16,"W",0.708333333333333
"202",1156,"Cleveland St","Y15",2021,126,71,24,53,8,17,15,20,8,26,18,12,2,6,14,"W",0.72
"203",1156,"Cleveland St","Y15",2021,127,80,36,70,3,15,5,9,7,30,20,7,8,7,16,"W",0.730769230769231
"204",1159,"Colgate","Z14",2021,61,101,41,63,12,25,7,8,6,36,24,15,4,1,0,"W",1
"205",1159,"Colgate","Z14",2021,62,73,26,59,8,27,13,14,2,31,15,11,7,6,0,"L",0.5
"206",1159,"Colgate","Z14",2021,68,86,29,59,10,27,18,26,3,24,8,4,7,0,0,"W",0.666666666666667
"207",1159,"Colgate","Z14",2021,69,89,32,58,8,18,17,22,9,29,10,10,7,2,0,"W",0.75
"208",1159,"Colgate","Z14",2021,75,95,36,75,14,29,9,14,16,27,26,5,9,1,0,"W",0.8
"209",1159,"Colgate","Z14",2021,76,96,28,58,11,21,29,40,7,24,23,12,10,3,0,"W",0.833333333333333
"210",1159,"Colgate","Z14",2021,89,74,29,67,3,20,13,17,11,34,14,13,8,6,0,"W",0.857142857142857
"211",1159,"Colgate","Z14",2021,90,78,27,68,6,21,18,22,12,27,9,7,9,5,0,"W",0.875
"212",1159,"Colgate","Z14",2021,103,84,31,60,13,28,9,12,4,34,18,12,5,4,0,"W",0.888888888888889
"213",1159,"Colgate","Z14",2021,104,92,33,64,7,22,19,25,7,28,14,10,9,6,0,"W",0.9
"214",1159,"Colgate","Z14",2021,110,82,32,69,8,26,10,14,11,28,21,10,8,4,12,"W",0.909090909090909
"215",1159,"Colgate","Z14",2021,111,78,32,54,6,12,8,12,7,27,23,14,5,3,13,"W",0.916666666666667
"216",1159,"Colgate","Z14",2021,124,77,24,54,5,20,24,39,10,29,9,6,4,4,17,"W",0.923076923076923
"217",1159,"Colgate","Z14",2021,128,105,41,78,11,19,12,15,17,31,25,9,7,5,11,"W",0.928571428571429
"218",1159,"Colgate","Z14",2021,132,85,31,59,14,23,9,14,6,20,18,8,9,1,15,"W",0.933333333333333
"219",1160,"Colorado","W05",2021,23,84,30,73,10,25,14,15,14,27,20,8,4,5,0,"W",1
"220",1160,"Colorado","W05",2021,25,76,26,53,6,21,18,21,5,19,13,8,6,1,0,"W",1
"221",1160,"Colorado","W05",2021,36,47,16,48,5,22,10,12,8,26,10,22,5,0,17,"L",0.666666666666667
"222",1160,"Colorado","W05",2021,42,81,32,60,6,13,11,15,7,28,16,13,10,8,0,"W",0.75
"223",1160,"Colorado","W05",2021,44,91,31,62,11,26,18,22,8,34,18,9,4,2,0,"W",0.8
"224",1160,"Colorado","W05",2021,48,92,29,60,8,20,26,28,9,28,21,7,2,2,19,"W",0.833333333333333
"225",1160,"Colorado","W05",2021,50,74,24,48,8,17,18,21,3,16,10,6,7,2,0,"W",0.857142857142857
"226",1160,"Colorado","W05",2021,56,74,24,55,12,26,14,17,8,20,14,13,5,2,0,"L",0.75
"227",1160,"Colorado","W05",2021,59,72,25,60,8,22,14,16,9,26,12,11,6,2,0,"W",0.777777777777778
"228",1160,"Colorado","W05",2021,61,62,23,53,6,23,10,13,7,19,9,11,5,1,0,"L",0.7
"229",1160,"Colorado","W05",2021,66,79,29,63,7,26,14,15,12,26,12,13,5,4,0,"W",0.727272727272727
"230",1160,"Colorado","W05",2021,70,65,21,60,5,19,18,24,13,34,11,9,2,4,0,"W",0.75
"231",1160,"Colorado","W05",2021,73,89,33,60,12,21,11,14,4,23,18,7,6,0,0,"W",0.769230769230769
"232",1160,"Colorado","W05",2021,75,77,28,68,9,27,12,13,11,27,16,9,6,5,0,"W",0.785714285714286
"233",1160,"Colorado","W05",2021,79,80,32,69,1,18,15,19,13,19,12,5,5,6,0,"L",0.733333333333333
"234",1160,"Colorado","W05",2021,82,70,26,52,6,14,12,15,2,21,15,11,4,6,0,"W",0.75
"235",1160,"Colorado","W05",2021,86,70,20,44,10,17,20,23,4,19,16,11,8,5,0,"W",0.764705882352941
"236",1160,"Colorado","W05",2021,89,74,28,61,13,28,5,6,6,21,17,10,5,3,0,"L",0.722222222222222
"237",1160,"Colorado","W05",2021,96,82,29,52,11,20,13,17,5,12,15,9,6,2,0,"W",0.736842105263158
"238",1160,"Colorado","W05",2021,98,78,29,52,5,13,15,21,6,27,18,12,7,5,0,"W",0.75
