"","TeamID","TeamScore","FGM","FGA","FGM3","FGA3","FTM","FTA","OR","DR","Ast","TO","Stl","Blk","PF","Outcome"
"193",1284,71,27,61,10,26,7,9,7,31,21,9,2,10,11,"W"
"194",1104,90,28,55,12,23,22,31,16,16,15,14,4,3,17,"W"
"195",1130,88,29,57,6,23,24,29,7,23,22,8,12,2,16,"W"
"196",1181,70,24,49,5,15,17,20,9,26,15,20,9,8,11,"W"
"197",1196,76,29,59,10,25,8,10,8,31,21,11,8,7,9,"W"
"198",1203,88,31,66,10,22,16,22,15,19,16,10,6,1,20,"W"
"199",1211,79,26,50,6,12,21,27,8,25,11,10,4,4,25,"W"
"200",1228,78,29,50,8,22,12,14,7,21,17,11,6,1,17,"W"
"201",1231,87,35,71,8,26,9,16,15,16,14,9,11,0,16,"W"
"202",1261,80,27,51,5,10,21,27,9,30,16,18,8,11,17,"W"
"203",1285,87,29,56,6,12,23,27,10,22,18,8,2,2,12,"W"
"204",1397,63,24,53,5,21,10,14,11,22,12,13,6,6,15,"W"
"205",1401,66,20,56,7,20,19,22,14,24,14,10,8,5,19,"W"
"206",1417,78,30,56,4,13,14,17,9,36,20,14,11,4,14,"W"
"207",1449,75,28,59,12,27,7,8,5,17,16,7,11,1,14,"W"
"208",1454,82,25,55,6,20,26,32,10,22,13,12,8,1,15,"W"
"209",1455,86,27,57,10,22,22,32,14,30,19,15,6,3,20,"W"
"210",1112,94,35,59,5,10,19,23,11,25,19,9,9,6,19,"W"
"211",1133,77,23,52,11,21,20,32,11,24,17,16,6,1,17,"W"
"212",1137,59,17,44,11,21,14,18,8,21,10,14,10,2,17,"W"
"213",1163,72,27,46,8,16,10,13,7,21,17,16,6,5,9,"W"
"214",1206,75,29,49,5,12,12,26,10,30,7,14,4,6,10,"W"
"215",1207,54,20,46,5,19,9,14,8,24,15,9,4,4,12,"W"
"216",1246,69,19,61,5,25,26,30,20,27,12,8,2,3,16,"W"
"217",1272,94,37,61,11,22,9,16,12,21,16,13,10,2,21,"W"
"218",1301,58,21,42,5,16,11,17,7,18,10,11,5,1,15,"W"
"219",1314,69,22,48,5,18,20,25,12,25,15,17,10,3,12,"W"
"220",1322,64,23,60,9,23,9,14,14,17,17,11,9,4,21,"W"
"221",1326,70,26,65,5,22,13,23,15,28,10,4,2,4,13,"W"
"222",1338,79,31,46,6,14,11,15,4,24,18,12,4,7,13,"W"
"223",1400,60,18,45,2,10,22,26,14,28,7,11,4,6,14,"W"
"224",1437,58,16,52,7,25,19,23,15,25,7,13,13,1,17,"W"
"225",1452,64,22,50,11,32,9,11,9,22,15,11,8,3,10,"W"
"226",1130,69,27,63,8,17,7,9,15,29,16,8,2,9,11,"W"
"227",1181,74,21,44,6,16,26,37,9,30,12,18,4,10,15,"W"
"228",1196,82,30,56,8,20,14,19,10,31,17,10,6,7,19,"W"
"229",1211,90,28,61,2,11,32,41,14,27,13,7,9,2,14,"W"
"230",1261,58,19,54,2,12,18,23,12,23,5,13,4,6,12,"W"
"231",1417,62,24,47,9,25,5,13,7,14,17,11,5,4,20,"W"
"232",1449,67,17,45,5,15,28,39,8,27,8,11,5,5,17,"W"
"233",1455,80,24,48,9,15,23,29,9,25,16,13,3,2,12,"W"
"234",1133,72,22,59,2,6,26,32,16,24,14,8,8,2,16,"W"
"235",1163,87,31,62,4,13,21,30,13,22,16,12,7,1,16,"W"
"236",1206,65,23,58,4,16,15,19,11,27,14,8,7,2,8,"W"
"237",1207,70,27,58,6,14,10,12,12,25,18,8,6,5,10,"W"
"238",1272,72,23,48,7,16,19,26,7,18,15,9,10,2,20,"W"
"239",1400,75,26,56,8,19,15,19,9,29,17,10,8,3,14,"W"
"240",1437,82,28,52,9,19,17,20,12,19,13,13,6,4,19,"W"
"241",1452,67,18,46,7,22,24,33,8,20,11,14,13,2,15,"W"
"242",1261,62,24,61,2,7,12,23,16,29,14,15,7,9,16,"W"
"243",1272,80,31,60,6,15,12,18,11,30,11,13,10,7,18,"W"
"244",1400,74,28,58,4,19,14,20,17,28,19,13,8,1,12,"W"
"245",1417,73,23,57,6,21,21,30,12,20,12,10,5,4,22,"W"
"246",1163,98,27,51,10,19,34,47,10,32,15,26,7,5,20,"W"
"247",1196,57,19,45,5,13,14,17,9,22,7,12,4,8,14,"W"
"248",1206,63,20,44,8,16,15,23,2,30,12,9,5,5,16,"W"
"249",1437,60,21,60,4,19,14,20,15,21,9,11,11,2,21,"W"
"250",1261,70,28,66,3,18,11,16,9,33,18,10,8,7,13,"W"
"251",1417,50,14,40,2,8,20,39,13,23,7,17,4,2,14,"W"
"252",1196,75,22,54,4,17,27,31,19,34,14,16,2,8,22,"W"
"253",1206,86,30,60,9,18,17,25,15,22,13,11,6,2,17,"W"
"254",1196,73,23,53,12,25,15,19,16,24,8,15,5,4,12,"W"
"255",1417,59,21,51,5,18,12,17,15,27,10,17,10,5,24,"W"
"256",1196,73,26,58,6,19,15,20,9,26,21,6,7,10,13,"W"
"257",1310,77,24,62,8,27,21,28,17,25,10,11,5,2,17,"W"
"258",1130,84,30,57,8,20,16,20,11,24,16,8,3,9,10,"W"
"259",1139,57,19,46,9,24,10,16,9,26,11,11,6,3,15,"W"
"260",1207,80,29,53,7,16,15,20,12,27,17,12,9,4,16,"W"
"261",1231,70,23,58,9,25,15,16,12,33,15,13,3,2,14,"W"
"262",1257,78,25,51,7,17,21,28,8,18,12,13,11,1,25,"W"
"263",1268,82,31,68,6,17,14,19,19,35,19,22,8,4,15,"W"
"264",1277,61,22,41,4,10,13,15,4,24,17,15,6,3,18,"W"
"265",1314,86,37,57,6,13,6,11,11,27,24,22,7,6,8,"W"
"266",1326,78,28,54,11,20,11,18,9,26,14,10,5,2,5,"W"
"267",1338,79,30,55,10,21,9,14,8,36,21,17,3,7,12,"W"
"268",1401,68,24,51,5,13,15,27,11,29,10,8,4,5,13,"W"
"269",1417,70,27,58,10,19,6,9,13,22,18,13,6,5,18,"W"
"270",1433,79,26,61,9,16,18,24,14,17,14,11,13,1,26,"W"
"271",1435,77,26,61,12,31,13,16,15,26,22,11,6,3,22,"W"
"272",1450,70,27,57,5,13,11,12,11,25,12,6,3,8,16,"W"
"273",1462,79,24,56,8,17,23,29,13,24,12,10,3,4,19,"W"
"274",1196,112,43,73,10,28,16,27,24,38,27,12,5,6,13,"W"
"275",1242,107,40,74,13,22,14,26,13,37,29,12,14,7,26,"W"
"276",1246,67,20,44,5,19,22,31,10,27,12,11,5,5,18,"W"
"277",1272,73,25,62,4,16,19,27,20,25,12,16,6,8,19,"W"
"278",1305,77,28,62,7,20,14,17,15,33,16,19,2,9,16,"W"
"279",1332,58,19,44,5,16,15,17,4,20,10,5,3,1,12,"W"
"280",1345,72,24,63,5,17,19,29,19,20,10,8,12,1,18,"W"
"281",1356,61,18,41,2,12,23,30,9,19,11,18,9,3,21,"W"
"282",1397,121,43,73,14,27,21,30,16,27,25,6,11,4,20,"W"
"283",1400,79,25,51,4,16,25,26,9,21,11,15,8,4,14,"W"
"284",1424,67,19,60,8,30,21,27,24,20,15,9,5,5,20,"W"
"285",1425,77,25,50,4,13,23,25,9,30,10,12,8,5,18,"W"
"286",1438,84,30,56,9,17,15,18,15,26,16,8,3,5,14,"W"
"287",1439,54,15,42,6,14,18,28,4,18,11,9,11,4,12,"W"
"288",1457,74,28,62,8,21,10,19,10,33,20,13,5,6,16,"W"
"289",1458,76,22,55,7,20,25,30,11,23,13,10,8,4,21,"W"
"290",1139,62,23,52,12,26,4,6,8,15,14,12,10,0,15,"W"
"291",1207,62,22,52,4,16,14,19,17,21,12,10,6,7,14,"W"
"292",1314,81,25,52,6,16,25,34,14,26,12,10,6,3,17,"W"
"293",1326,78,26,63,9,21,17,20,12,33,10,14,5,6,19,"W"
"294",1338,84,31,57,6,12,16,27,14,28,20,16,5,6,17,"W"
"295",1401,72,19,41,5,8,29,39,6,19,9,11,6,1,23,"W"
"296",1417,54,17,47,2,9,18,24,9,29,10,10,6,2,19,"W"
"297",1435,78,27,63,10,27,14,18,11,28,13,17,12,2,17,"W"
"298",1196,74,21,42,5,18,27,31,7,24,11,15,7,4,14,"W"
"299",1242,88,30,53,10,16,18,23,9,21,19,11,7,5,21,"W"
"300",1272,78,23,59,6,17,26,34,16,24,10,10,7,5,16,"W"
"301",1332,75,27,56,11,23,10,12,10,21,8,10,4,0,13,"W"
"302",1356,63,19,43,12,21,13,23,6,24,11,9,5,3,19,"W"
"303",1397,77,22,54,11,26,22,32,12,27,12,16,7,0,25,"W"
"304",1424,74,24,52,10,20,16,20,6,27,12,9,3,2,22,"W"
"305",1425,87,27,59,6,16,27,38,13,30,13,10,6,2,16,"W"
"306",1242,61,25,42,1,6,10,19,6,20,16,19,9,1,16,"W"
"307",1272,65,23,54,5,17,14,21,11,20,8,8,2,6,15,"W"
"308",1326,85,27,51,8,22,23,35,8,25,13,8,3,5,17,"W"
"309",1417,64,18,42,5,13,23,26,6,27,10,14,1,2,18,"W"
"310",1196,65,17,34,8,19,23,28,6,21,9,13,1,6,16,"W"
"311",1207,66,25,56,8,19,8,14,16,24,14,11,3,3,18,"W"
"312",1314,74,30,77,2,14,12,17,20,26,11,9,6,4,14,"W"
"313",1332,76,23,48,13,23,17,22,7,30,11,17,4,3,20,"W"
"314",1326,92,26,51,5,17,35,41,9,25,9,8,8,2,15,"W"
"315",1417,68,24,45,8,17,12,18,10,21,12,25,15,3,14,"W"
"316",1196,85,23,48,11,24,28,43,15,24,10,18,5,5,14,"W"
"317",1207,96,38,66,8,14,12,18,11,27,26,10,4,11,18,"W"
"318",1196,76,24,45,9,22,19,31,8,35,10,16,2,6,17,"W"
"319",1326,67,25,57,4,14,13,19,16,21,13,8,8,3,10,"W"
"320",1196,84,26,53,10,18,22,25,10,28,11,15,5,3,19,"W"
"321",1291,69,19,55,5,20,26,32,13,28,10,11,7,3,16,"W"
"322",1181,71,25,58,6,21,15,21,13,27,9,15,11,2,17,"W"
"323",1242,85,33,61,12,25,7,15,15,23,21,11,10,3,15,"W"
"324",1243,80,29,60,7,16,15,26,21,23,15,13,7,1,21,"W"
"325",1266,74,23,52,5,13,23,29,15,19,10,7,5,3,18,"W"
"326",1277,72,26,54,4,15,16,18,10,27,19,12,4,2,18,"W"
"327",1323,68,26,57,9,21,7,11,11,31,14,13,4,5,15,"W"
"328",1338,82,32,69,8,22,10,13,16,34,17,9,5,1,13,"W"
"329",1345,90,33,67,9,20,15,18,16,27,14,13,6,6,18,"W"
"330",1390,77,31,56,8,18,7,10,13,34,20,19,5,7,15,"W"
"331",1401,67,25,46,8,16,9,17,9,28,18,13,2,0,15,"W"
"332",1417,70,27,57,8,20,8,11,12,40,20,12,7,13,9,"W"
"333",1424,71,29,57,6,18,7,9,7,29,16,19,11,7,16,"W"
"334",1450,71,29,49,4,13,9,13,8,32,20,10,4,3,11,"W"
"335",1452,75,28,55,11,19,8,9,6,21,16,9,6,3,17,"W"
"336",1458,71,25,59,3,16,18,25,18,32,13,17,8,7,11,"W"
"337",1462,73,20,47,6,18,27,33,6,23,11,8,9,1,12,"W"
"338",1116,86,26,48,8,17,26,33,9,25,14,12,5,4,18,"W"
"339",1139,81,27,53,15,28,12,13,7,21,18,10,9,1,21,"W"
"340",1172,82,28,57,11,22,15,21,10,19,18,14,9,1,18,"W"
"341",1207,66,26,51,8,23,6,14,11,29,14,15,6,2,12,"W"
"342",1257,79,29,52,12,24,9,18,7,20,15,16,10,6,17,"W"
"343",1272,87,28,54,9,20,22,35,16,23,18,12,7,5,18,"W"
"344",1274,78,28,63,5,13,17,21,13,34,14,16,4,4,20,"W"
"345",1280,76,24,51,4,17,24,36,8,32,16,12,5,6,15,"W"
"346",1314,113,43,71,7,16,20,25,18,30,25,9,11,4,16,"W"
"347",1328,72,24,42,6,14,18,26,6,19,14,9,5,2,18,"W"
"348",1360,70,31,65,4,12,4,7,12,19,13,11,11,4,21,"W"
"349",1373,83,26,46,9,20,22,25,5,24,16,17,10,0,11,"W"
"350",1397,72,22,45,6,19,22,31,6,21,13,14,12,3,16,"W"
"351",1400,74,27,55,10,22,10,18,15,29,17,11,2,6,16,"W"
"352",1437,75,22,44,7,13,24,29,5,31,8,19,6,1,15,"W"
"353",1443,101,37,68,14,28,13,19,13,28,18,22,5,4,29,"W"
"354",1242,75,29,50,5,13,12,19,7,29,9,10,7,1,26,"W"
"355",1277,65,25,52,6,10,9,9,10,27,12,15,1,3,17,"W"
"356",1390,82,28,60,7,14,19,28,11,27,23,8,4,4,14,"W"
"357",1417,51,19,44,6,18,7,11,8,21,7,14,7,11,16,"W"
"358",1450,61,24,54,4,17,9,14,8,29,14,7,8,2,15,"W"
"359",1452,73,25,62,4,11,19,22,19,28,12,17,1,5,25,"W"
"360",1458,72,24,46,9,22,15,24,4,22,10,10,3,0,18,"W"
"361",1462,85,27,50,5,12,26,33,5,29,12,14,5,3,17,"W"
"362",1172,74,22,57,6,28,24,30,12,16,10,5,6,0,20,"W"
"363",1257,78,32,54,9,17,5,15,10,23,24,12,7,3,18,"W"
"364",1272,77,28,63,6,16,15,32,19,26,19,5,3,11,16,"W"
